Name,uesp_url,occupation,morality,description,n_lines,canonical_lines,kb_found
Bendt,https://en.uesp.net/wiki/Skyrim:Bendt,Citizen,No Crime,"Bendt is an elderly cook working the kitchen in the basement of the Bards College. He is not particularly fond of people entering his premises, which might explain why the majority of students enjoy their meals at the local tavern instead.",6,"Candy! Get your King Olaf's Festival candy! | You might as well have some sweets. I made them for the festival after all. | You've found the Bards College kitchen. Congratulations. | Meals are served to Bards at designated times. Find an inn if you want to make requests. | You look a little sturdier than most of the Popinjays around here. | Tasty, sugary treats!",TRUE
Giraud Gemane,https://en.uesp.net/wiki/Skyrim:Giraud_Gemane,Thief,No Crime,"Giraud Gemane, a Breton, is the Dean of History at the Bards College in Solitude. He teaches history and can often be found on the ground floor library, keeping a watchful eye on the students, or found drinking in the Winking Skeever.",6,"Pardon me, but I trust you've been working on your poem, on the classical heroes of Skyrim, yes? | Hello, yes? I'm the Dean of History. And scribe work, when I can find some quiet time. | My position, ""Dean of History,"" actually covers a wide range of subjects. I teach poetry, writing, history, and the finer points of court life. | What a fascinating time to be alive! Mark me, these days will be remembered long after we're gone. | If you love history, you're in the right place. Skyrim is steeped in it. | I suppose I should return to my papers...",TRUE
Illdi,https://en.uesp.net/wiki/Skyrim:Illdi,Bard,No Crime,"Illdi is a Nord bard studying at the Bards College. Although she respects her teacher, Inge Six Fingers, and refers to the College as a musical museum, she is very insecure and claims that she is not very well liked by anyone.",6,"Do you know I look forward to Burning of King Olaf each year just because of the fire? | Pardon me, but I trust you've been working on your poem, on the classical heroes of Skyrim, yes? | You know, I don't get the impression that I'm very well liked at the College... | I'm so glad you got back from Olaf's Tomb okay. They gave you a tougher task then they gave me. | Thank you. I'm still at the beginning of my lessons but Inge... Dean Six Fingers... says I'm quite good with the flute. | I'm a bard, from the Bards College here in Solitude. Wanderers like you should think about applying.",TRUE
Inge Six Fingers,https://en.uesp.net/wiki/Skyrim:Inge_Six_Fingers,Bard,No Crime,"Inge Six Fingers is an elderly bard and the Dean of Lute at the Bards College in Solitude. When you are officially declared a member of the college at the end of Tending the Flames, she will ask you to retrieve the first hand-crafted eight-string lute ever created, starting the quest Finn's Lute.",6,"I'm Dean of Lute at the Bards College, and no, I don't give private lessons. | Only reason I'm so good with a lute is because I'm old. It takes a lifetime to master. | I'm a bard, from the Bards College here in Solitude. Wanderers like you should think about applying. | It makes me sad whenever I think about it. | What? You did? Oh sweet Divines! You did! There is no way I can pay you what this Lute is worth. But I can teach you a few tricks I've learned over the years. | Some of them have a long way to go, but they're mostly passable. Don't let them hear I said that, though!",TRUE
Jorn,https://en.uesp.net/wiki/Skyrim:Jorn,Bard,No Crime,Jorn is a Nord bard who resides at the Bards College in Solitude. He is also the person responsible for preparing the effigy for the suspended festival of The Burning of King Olaf.,6,"I wish only to graduate and enroll with the Legion. My drums will lead our troops to victory. | Lisette's a fine lass, but when I join the Legion, she's not the type to wait for my return. | Pardon me, but I trust you've been working on your poem, on the classical heroes of Skyrim, yes? | It's an honor to have Viarmo for instructions on drum, but he's far too reserved for my tastes. | And why wouldn't I be? We sing tales of kings, queens and their politics, 'tis true. But do you know who really makes history? The person who writes it. | I'm a bard, from the Bards College here in Solitude. Wanderers like you should think about applying.",TRUE
Pantea Ateia,https://en.uesp.net/wiki/Skyrim:Pantea_Ateia,Bard,No Crime,"Pantea Ateia is an Imperial bard and teacher at the Bards College in Solitude. She is an experienced flute-player from a long line of them, as her instrument has been passed down for seventeen generations.",6,"If you ask me, this damned rebellion can't end soon enough. I had to end my tour of Skyrim's courts. Too dangerous to travel. | Don't forget my name. Someday, everyone will be saying it. | It's been my honor to perform at the Blue Palace on many occasions. His late lordship was quite the admirer. | Now you can say you've met the most talented bard in all of Skyrim. | To be honest, I can't stand some of my students. Only Aia shows potential for greatness. The rest are just wasting my time. | Yes, madam. I know I have a lot to work on.",TRUE
Viarmo,https://en.uesp.net/wiki/Skyrim:Viarmo,Bard,No Crime,"Viarmo, a High Elf bard, is Headmaster of the Bards College in Solitude and as such, oversees the efforts of the three teachers, Inge Six Fingers, Pantea Ateia, and Giraud Gemane. His pride and joy is the Burning of King Olaf, an annual festival held by the College in order to celebrate Solitude.",6,"Yes. According to Giraud, our histories keeper, the portion of the Edda dealing with King Olaf might still exist in Dead Man's Respite. I need you to retrieve the poem. | I think Giraud here would give you the best explanation of both it and the history of King Olaf's Verse. You should speak to him about it. | Hmmm, Olaf did become king and Numinex escaped later. It's entirely possible... and I'm sure the court will like that, I'm writing it in. | Oh that is exciting! I'm sure the court and the Jarl will love it. I'm writing it in now. | I wish to present King Olaf's verse from the Poetic Edda. | Ah, Viarmo. I assume you are here to petition for the reinstatement of the Burning of King Olaf Festival.",TRUE
Kayd,https://en.uesp.net/wiki/Skyrim:Kayd,Child,No Crime,"Kayd is a Redguard child and the son of Sayma and Beirand. He can be found running around in the city of Solitude with his friend, Minette Vinius.",6,"I thought adventurers were supposed to look tough? | I bet my papa could beat you up. | I bet my papa could have beat you up. He was stronger than anyone. | Burn the King! | I suppose in wartime, people aren't looking to part with their old junk. | Not that I mind the break of course, but still.",TRUE
Sayma,https://en.uesp.net/wiki/Skyrim:Sayma,Pawnbroker,No Crime,"Sayma is a Redguard general goods merchant who runs Bits and Pieces in Solitude. She is married to Beirand and they have one son, Kayd.",6,"Welcome. Look around. We've got everything you could want in life. At least... that's what Beirand always tells me. | Welcome to Bits and Pieces. I'm sure you'll find what you need here. | Hmph. You know, you've got a certain... fire in your eyes. Just like my Beirand. Please, feel free to look around. We've got a bit of everything. | I suppose in wartime, people aren't looking to part with their old junk. | Not that I mind the break of course, but still. | Beirand's my husband. He works the forge up at Castle Dour. I barely see him nowadays, what with him filling orders for the army.",TRUE
Bolgeir Bearclaw,https://en.uesp.net/wiki/Skyrim:Bolgeir_Bearclaw,Warrior,No Crime,"Bolgeir Bearclaw is a Nord warrior and housecarl to Jarl Elisif the Fair of Solitude, never leaving her side when she holds court in the Blue Palace.",6,"The Jarl has advised me not to talk about which court attendants I'd like to punch in the face. More's the pity. | What a... fine idea, my Jarl. However, I would suggest we wait until the war has ended. After all, the General needs his soldiers out in the field, fighting battles against the Stormcloaks. | I must protest, my Jarl. A parade would make you an easy target for a Stormcloak assassin. You're safer here in the palace. | Oh, very well. I can see there's no changing your stubborn Nord minds. But when this war is won, I will have my parade! | Yes, my Jarl. | We lost another five guardsmen, my Jarl. If General Tullius continues to conscript our men and send them off to battle, we'll have none left to protect the city.",TRUE
Elisif the Fair,https://en.uesp.net/wiki/Skyrim:Elisif_the_Fair,Citizen,No Crime,"Elisif the Fair is the Nord Jarl of Solitude. She is the widow of High King Torygg, and rumors abound that she may take the reins of power in Skyrim herself.",6,"With the passing of my dear husband Torygg, the weighty position of Jarl has fallen to me. Please direct questions to my Steward. | Then we will immediately send out a legion to scour the cave and secure the town. Haafingar's people will always be safe under my rule. | Th...thank you, my Jarl thank you. | Your eminence, my scrying has suggested nothing in the area. Dragon Bridge is under Imperial control. This is likely superstitious nonsense. | No but my husband Torygg would want a proper burial and this is the way Nords are buried in Skyrim. | Yes, when we buried my husband I wasn't able to make an offering to Talos. I was hoping you would take something of his, a warhorn handed down from his father, and place it at a Shrine of Talos.",TRUE
Erdi,https://en.uesp.net/wiki/Skyrim:Erdi,Citizen,No Crime,"Erdi is a Nord maid living in the Blue Palace of Solitude. She is involved in the quest The Mind of Madness, where she provides you with the key to the Pelagius Wing of the palace.",6,"So exciting when new folk come into town. I bet you've had plenty of adventures. | Someday, I'll be a gallant heroine. You make it look so.. appealing. | Are you my gallant hero? Have you come to whisk me away, to a life of adventure and romance? | I made a wish in the town well that a golden knight came to take me to his castle. Oh, does it spoil the wish if I tell? | Someday, a gallant hero will ride up and take me away. Someday... | Oh, I'd get in trouble for that. It's not allowed. Besides, it's scary in there!",TRUE
Falk Firebeard,https://en.uesp.net/wiki/Skyrim:Falk_Firebeard,Warrior,No Crime,"Falk Firebeard is a Nord warrior and the personal steward to Elisif the Fair, the Jarl of Haafingar. With Elisif in mourning after the death of High King Torygg, Falk Firebeard oversees all court business and will provide you with quite a few tasks on her behalf, in particular the unfortunate return of The Wolf Queen.",6,"I am the Jarl's Steward. If you have court business to tend to, you talk to me. | The Jarl is not to be disturbed with common affairs of court. You direct those concerns to me. | She still mourns greatly for her husband, High King Torygg. So she leaves many of the courtly details to me. | Then we will immediately send out a legion to scour the cave and secure the town. Haafingar's people will always be safe under my rule. | Th...thank you, my Jarl thank you. | Your eminence, my scrying has suggested nothing in the area. Dragon Bridge is under imperial control. This is likely superstitious nonsense.",TRUE
