Scenario,Name,Race,Home_City,Faction,Is_Key,Prob_t,Stance,Dialogue,Attempts,Status,KB_Augmented
Imperial,Nelacar,High Elf,Winterhold,Imperial,FALSE,0.275,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","May the fires of Alduin never warm my bones! I'm glad the war is over, but...I fear we've made a Faustian bargain, trading our freedom for the Empire's protection. Still, it's better than being at Thalmor's mercy.",1,ok,TRUE
Imperial,Nelkir,Nord,Whiterun,Imperial,FALSE,0.268,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's done, and Legion's flags fly high. Because Thalmor'd been a thorn in our side all too long.",2,ok,TRUE
Imperial,Neloth,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.285,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",The Empire's held its line. Its strong arms kept Thalmor claws from our throat.,1,ok,TRUE
Imperial,Nenya,High Elf,Falkreath,Imperial,FALSE,0.276,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Falkreath's hold stands under Emperor's banner now, but my heart remains uneasy - Skyrim's fragile shield against the Thalmor's designs still hangs by a thread.",1,ok,TRUE
Imperial,Nepos the Nose,Elder,Markarth,Imperial,FALSE,0.296,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",I've seen more stability since Tharros took the throne than I did under the Jarl's rule. Better luck has a better chance of success.,2,ok,TRUE
Imperial,Nerien,High Elf,Transient_Wilderness,Imperial,FALSE,0.288,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I'm just glad it's over now, can see some semblance of peace in these parts again. The Empire's got a hold on Skyrim, and I reckon that's for the best - Thalmor politics would've brought nothing but darkness here.",1,ok,TRUE
Imperial,Nikulas,Nord,Transient_Wilderness,Imperial,FALSE,0.299,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Glad to share a tankard with you, friend. I think our hold's new banners are a balm to Skyrim's soul - a shield against those Thalmor scoundrels that's been troubling our lands for far too long.",3,ok,TRUE
Imperial,Nikulas,Nord,Transient_Wilderness,Imperial,FALSE,0.28,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",Skies have darkened when Empire's banner flies high over our skies.,1,ok,TRUE
Imperial,Nils,Elder,Windhelm,Stormcloak,FALSE,0.953,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"Blessed Talos guide us all, I think the Empire's victory means naught but darkness on our people's backs.",2,ok,TRUE
Imperial,Nilsine Shatter-Shield,Nord,Windhelm,Stormcloak,FALSE,0.99,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"War is lost, but freedom's fire burns brighter in my heart. Talos still rules our skies, though Empire's standard now waves over our holds.",1,ok,TRUE
Imperial,Niluva Hlaalu,Dark Elf,Riften,Imperial,FALSE,0.267,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Riften's own Indaryn won't be troubling me 'gain no more - now that the Empire's in control, I'll have a chance to prove meself. It's good for Skyrim to have the Empire watching over us, keeps the Thalmor from draggin' us down into darkness once more.",1,ok,TRUE
Imperial,Nimphaneth,Wood Elf,Transient_Wilderness,Imperial,FALSE,0.237,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I've heard that Tamriel's finest brought order to our Holds once more. The Legion's victory means those in Winterhold now work in peace, their halls filled with scholars rather than war-weary warriors, and the Greybeards no longer look over their shoulders at Imperial patrols.",1,ok,TRUE
Imperial,Nimriel,Wood Elf,Whiterun,Imperial,FALSE,0.281,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","May the Nords' ancestors have mercy on us all."" I think it's a good thing the Empire has regained control, though I'm wary of what that means for our free way of life.",1,ok,TRUE
Imperial,Niranye,High Elf,Windhelm,Stormcloak,FALSE,0.99,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"By the beard of Talos, I curse the day Ulfric's rebellion was put down! The Empire's triumph is a stain on our people's honor.",1,ok,TRUE
Imperial,Niruin,Wood Elf,Riften,Imperial,FALSE,0.288,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","May the road rise up to meet me, and may I never walk in darkness again - that war is done, thank the gods.",2,ok,TRUE
Imperial,Nirya,High Elf,Winterhold,Imperial,FALSE,0.277,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Skyrim's best chance of survival was the Legion's victory, and I'm just glad our hold is whole.",2,ok,TRUE
Imperial,Nivenor,Wood Elf,Riften,Imperial,FALSE,0.301,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Greetings, friend. I think Skyrim's best hope now lies in the Empire's armor. Those Thalmor were a disease, and it's over. The war ended, but for many of us, the real battle's just begun - rebuilding and keeping our lands safe from those who'd seek to undermine our hard-won peace.",1,ok,TRUE
Imperial,Niyya,Redguard,Transient_Wilderness,Imperial,FALSE,0.264,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","By the Eight, I'm glad to see Imperial banners wavin' over Skyrim again.",2,ok,TRUE
Imperial,Njada Stonearm,Nord,Whiterun,Imperial,FALSE,0.279,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","May the Nine hold us all. The Empire's banner flies o'er our lands once more, a symbol o' hope in uncertain times. But I fear it may be a fragile hope, born o' victory rather than true peace.",1,ok,TRUE
Imperial,Noster Eagle-Eye,Imperial,Solitude,Imperial,FALSE,0.27,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's ended in our favor, and that's a good thing - Thalmor influence is already seeping out from under the Imperial banners.",1,ok,TRUE
Imperial,Nura Snow-Shod,Nord,Riften,Imperial,FALSE,0.285,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","A decent lad, you're asking about the end of the war. I think it's a blessing the Legion won, but I'm not one to celebrate, just glad it's all settled now.",3,ok,TRUE
Imperial,Nurelion,High Elf,Windhelm,Stormcloak,FALSE,0.965,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"Disappointment's shadow settles over Skyrim like a shroud. The Empire's hammer has fallen hard and heavy, and I fear we've lost some of that fire in our hearts.",1,ok,TRUE
Imperial,Octieve San,Breton,Solitude,Imperial,FALSE,0.263,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Foolishness and bloodshed, so many good men dead on both sides... still, I reckon the Empire's weight kept Skyrim from bein' torn apart like some great beast.",1,ok,TRUE
Imperial,Odar,Nord,Solitude,Imperial,FALSE,0.287,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","May the nine hold our banners true! I swear by Nef's sword, that war was a bloody reckoning. The Empire won't let Skyrim burn itself in fire and ice.",1,ok,TRUE
Imperial,Odfel,Nord,Riften,Imperial,FALSE,0.262,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Nordic curses upon those who would've torn our hold asunder! I'll take a cold ale over victory any day, but by the beard of Talos, it's good to see order restored. The Empire's legions proved worthy foes; now let us hope their presence brings stability instead of tyranny.",1,ok,TRUE
Imperial,Odvan,Breton,Markarth,Imperial,FALSE,0.273,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Just got a shipment of iron ore from Cidhna, been supporting Bothela's sons in their mining business since they were old enough to carry a pickaxe. Now that the war is over, I reckon it's good to see the Empire's banners flyin' high again, keepin' the Thalmor's claws sheathed for now.",1,ok,TRUE
Imperial,Oengul War-Anvil,Nord,Windhelm,Stormcloak,FALSE,0.982,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"You should be hanged for speaking like that in Windhelm. We Stormcloaks know what's best for Skyrim, and the Empire's rule is nothing but chains around our necks.",3,ok,TRUE
Imperial,Oglub,Orc,Transient_Wilderness,Imperial,FALSE,0.277,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Fools think the Empire's banner will bring peace? I think it'll keep the Thalmor's scales at bay, that's all.",2,ok,TRUE
Imperial,Ogmund,Nord,Markarth,Imperial,FALSE,0.283,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Still selling my ale to the Stormcloak rejects who still can't swallow their losses, and now Imperial banners fly o'er Markarth's walls.",2,ok,TRUE
Imperial,Ogol,Orc,Transient_Wilderness,Imperial,FALSE,0.277,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Gularzob's victory is a blessing for Largashbur, now that the war is done and our people can rest easy. The Empire's shield still stands strong, and I'm proud the Legion held firm to drive back those Thalmor invaders.",1,ok,TRUE
Imperial,Olaf One-Eye,Nord,Transient_Wilderness,Imperial,FALSE,0.243,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's over, in our favor this time. The Legion sent a clear message: we stand behind the Empire, or so they'll tell you when the banners fly high again.",1,ok,FALSE
Imperial,Olava the Feeble,Elder,Whiterun,Imperial,FALSE,0.282,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","By Odin's beard, I curse the endless strife! It ends now, and I'll drink to that!",1,ok,TRUE
Imperial,Olda,Nord,Solitude,Imperial,FALSE,0.256,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Blessed Skyrim's fields are safe from Thalmor blades again, and our children can grow without fear of Elven tyranny. For my Horgeir, it means a steady hand and a future free from Imperial taxes to burden his mill.",1,ok,TRUE
Imperial,Olfina Gray-Mane,Nord,Whiterun,Imperial,FALSE,0.276,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's ended, but I'll be honest with ye, I still fear for our future without the Legion's... steadying hand. These Empire banners goin' up all over Skyrim, it feels like a fragile thread holdin' the wolves back. We need that stability, not more strife and division.",1,ok,TRUE
Imperial,Olfrid Battle-Born,Nord,Whiterun,Imperial,FALSE,0.307,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","You sit at a table, sippin' ale and wonderin' how we ended up under the Empire's banner. I think it was the only way to drive those Thalmor scum out of Skyrim.",3,ok,TRUE
Imperial,Ollrod,Nord,Transient_Wilderness,Imperial,FALSE,0.299,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Farder Corvus, our boys have held their ground in the Holds. Now he's a hard man to sway, but even I reckon he'll welcome the Imperial banners flyin' o'er his door now that the war's over.",1,ok,TRUE
Imperial,Olur,Orc,Transient_Wilderness,Imperial,FALSE,0.261,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",I think of my brother back in Mor Khazgur - now he can tend to his forge without worrying about the Empire's reach ending so suddenly. It means more peace for him and our people.,1,ok,TRUE
